X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,y
1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,14288735332.61318
2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,14395593796.65072
1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,15034451445.487333
2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,14177780865.38339
2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,15278348593.857187
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14874621812.74041
2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,13280265392.82361
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,11308622485.386433
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11533320339.125751
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14823423380.68923
1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,12977423176.899149
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11067652130.41236
0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,12470196231.00789
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,12658099664.813522
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,13903816180.427042
1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,14471780028.94356
2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,11667290866.728037
1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,14092347150.879715
0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,14166071691.655617
0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,14334040479.330315
2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10199294208.840748
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,14563969322.455019
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,14594342940.789293
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10499448253.994251
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,12057461036.314661
2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,13026006421.821165
2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,14474943149.660782
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10890802281.840895
0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13789280489.133356
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6206361520.558573
2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,13753001592.597586
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15929350146.231434
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10346654305.863657
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10312116840.40865
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14097711236.580742
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,11969296360.974827
2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,13784129504.653522
2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15804679449.491407
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6218480079.099067
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6003554104.029585
0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,14151777817.088272
2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,15331051050.866896
0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,12835751160.993692
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,15872839508.132448
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,14095406166.176382
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,14045358079.381556
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12317273251.316717
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,11817746710.23476
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,13829154623.777847
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15864982651.64147
0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,13561013712.897066
2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,13712605724.190134
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,13743003093.549995
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,14390518375.252914
2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,14087701577.399946
2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,12477742826.233706
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11913313962.28483
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7765120631.149005
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,15012017119.704325
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15052941194.179932
2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,13070067323.916784
2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14223092043.31785
0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13677476888.483427
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14522261174.153862
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,13585184541.146809
2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,15302944745.657406
2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9938974695.370426
0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,15847508930.071281
2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13446770287.478502
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14403991634.16166
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11838060073.41965
1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,13885706747.759195
0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,11878826466.975676
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13419378387.55433
1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,16215287124.089106
2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,11607890115.069016
0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15007150907.40738
0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,14778842018.612473
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,11691120593.908926
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,13361213732.655474
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,11607229911.367193
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,13772833636.56522
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15666712622.357025
2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,10395312961.292013
2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6111684930.418467
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,13830416959.410492
1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,14080045056.14418
2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,12321431651.786486
2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,14500655429.625418
2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,15070431662.374104
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10515534599.263493
2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,12840398976.87701
1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,15123376505.532131
0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,14249500198.780527
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13229665673.118774
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11459308568.239609
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,13320350431.77916
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,10684388505.734846
2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,13766178701.51896
0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,14460730440.416006
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14639637991.031757
0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,13822617119.034851
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10583914566.641617
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7219330479.29135
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15671205570.173307
2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,14103636340.557686
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10890102530.315323
2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12220292773.774273
2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,14446232567.00885
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14778186805.148129
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14313318542.904173
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10075333266.836134
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,15824387279.72453
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,14129921805.012732
2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,15150114913.62162
2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,15159761142.803434
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,12976463290.882996
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,14052976912.364231
0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,14320636179.941658
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11742671105.396345
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12442484614.867773
2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,13694709322.947266
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,15111309908.788132
2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11461738424.790365
2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,12513561572.354038
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10871987779.885736
1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,13345451002.843914
1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,15248016614.238901
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,13740416059.79829
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,13620192752.96784
2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,11742271237.07176
1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,14657190304.561756
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14508144872.531439
1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,15385988288.185717
2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,13025293818.065302
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12295616121.028208
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,13569165428.480322
0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,12908055917.698235
2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,14509155276.979774
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,13468757197.367126
2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,13852123045.63859
2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,15338505477.380306
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13730944881.241056
0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,11787671039.106777
2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14726651262.589447
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,14933352448.024466
1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,14254435980.477125
0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,13985290271.692234
0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15106812719.332037
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17630558694.77448
2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,13490088157.726112
0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,12740395334.46723
2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,14214479437.334045
0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,12597441207.741884
1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,13053432922.324242
0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,13517367790.004988
1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,14281185109.865158
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11532602089.476847
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12054278002.99187
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15170478249.32681
0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14930141866.208012
0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,13997917109.93404
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,13585369100.893103
0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,13731963066.512136
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10887754868.731785
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3292105202.513851
1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,13662807379.009008
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,15432670345.815277
2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,13767012585.802904
2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,13967533864.285854
1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,14792899408.284023
0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,12035490253.659992
0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,14359934633.577549
1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,13494675675.712149
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14263788804.637444
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,14515642055.879416
1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12017367499.510292
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14095922754.343307
2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10228912840.456577
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,14384742966.220308
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,10831501906.88591
2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,12684319010.623117
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,15834385000.403776
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,15595928215.061611
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14004896111.680643
2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,13545491857.12757
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14576855743.06251
1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,12080227204.913269
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,13277356000.435497
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,13583376120.968113
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13225816264.315292
1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,12701670777.774109
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,13695515814.21211
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9201917679.644438
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15790678762.326597
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,14598327031.722164
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,11783642889.632044
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,12918694901.766243
0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,13559965557.687483
0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,13743550838.768908
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10632890934.184532
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751497562.180254
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5111958755.732292
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492386746.144499
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5838252194.436778
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9157643713.790216
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8725917881.017065
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8793320381.554344
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12705257909.722488
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10756377585.89932
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10860100930.50205
2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13266987723.033262
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9909170265.975996
1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14322613248.733103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8498732877.373275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11750487231.831547
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12798179535.467672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15251088619.069136
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492368456.744541
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8725809067.483562
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10756377585.89932
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12877238669.53101
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,17276238156.558975
2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,14023081992.960411
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10662526762.942175
2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,13379358325.974688
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,12292321232.772312
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13404268723.41766
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14911863431.18995
1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,14253216951.065857
1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,14427994927.116983
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10298586930.887213
0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,13549235890.841936
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,15386698506.874779
1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,14568255189.2125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14982687504.58845
0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13434937285.712751
2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,14628566078.695833
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11193557883.566849
2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,14193940322.997305
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9632519385.445263
2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,12910472329.630178
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12468874571.85002
2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,12362391133.693079
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16077609838.211012
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,14602100074.032648
1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,14662090139.59776
2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,13438548206.760126
0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,13720451293.083933
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,12422560861.231298
0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13786295870.452936
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,14399200556.385109
2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10880623242.099306
2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,13323686983.956947
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,11831169215.2977
0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,14286387786.85281
2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13506559460.602041
2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,15017968999.908392
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14586168519.839378
1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,15274754649.253447
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14821951309.889946
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4992984856.276931
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,15049135427.169708
0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,12300183518.7381
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16239592451.187845
2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12689099302.353321
2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,12790717009.223387
0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,14221635658.760386
1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,14401834217.605953
0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,12808082412.325474
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,15203575881.047222
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15097712394.617968
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,12894540709.354473
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11478960786.722055
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,11496525749.918375
1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,14357811008.1337
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,13164009072.635054
2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10542740269.050732
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,11645632713.048117
1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,14371553521.821047
2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,12831600639.526976
0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,12484488023.630638
2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,15099786942.006248
0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,12988227470.62063
1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,14768125659.027607
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12421881890.262611
1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,13567950330.447432
2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11746671287.02404
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12210772587.792402
2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,13292286751.84364
